0,1,2,_source,_url,_table_type,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Top Team Scorer,Goalkeeper,Notes,_table_id,Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,xG,xGA,xGD,xGD/90,Wk,xG.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-11-25,13:00,Wales wls,0–2,ir IR Iran,40875.0,Ahmed bin Ali Stadium (Neutral Site),Mario Escobar,Match Report,0.9,,,,2.0,1.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-11-25,16:00,Qatar qa,1–3,sn Senegal,41797.0,Al Thumama Stadium (Neutral Site),Antonio Matéu,Match Report,1.0,,,,2.0,0.8
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-11-25,19:00,Netherlands nl,1–1,ec Ecuador,44833.0,Khalifa International Stadium (Neutral Site),Mustapha Ghorbal,Match Report,0.1,,,,2.0,1.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-11-25,22:00,England eng,0–0,us United States,68463.0,Al Bayt Stadium (Neutral Site),Jesús Valenzuela,Match Report,0.8,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sat,2022-11-26,13:00,Tunisia tn,0–1,au Australia,41823.0,Al Janoub Stadium (Neutral Site),Daniel Siebert,Match Report,0.9,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sat,2022-11-26,16:00,Poland pl,2–0,sa Saudi Arabia,44259.0,Education City Stadium (Neutral Site),Wilton Sampaio,Match Report,1.6,,,,2.0,1.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sat,2022-11-26,19:00,France fr,2–1,dk Denmark,42860.0,Stadium 974 (Neutral Site),Szymon Marciniak,Match Report,2.4,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sat,2022-11-26,22:00,Argentina ar,2–0,mx Mexico,88966.0,Lusail Iconic Stadium (Neutral Site),Daniele Orsato,Match Report,0.3,,,,2.0,0.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sun,2022-11-27,13:00,Japan jp,0–1,cr Costa Rica,41479.0,Ahmed bin Ali Stadium (Neutral Site),Michael Oliver,Match Report,0.9,,,,2.0,0.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sun,2022-11-27,16:00,Belgium be,0–2,ma Morocco,43738.0,Al Thumama Stadium (Neutral Site),César Arturo Ramos,Match Report,1.0,,,,2.0,1.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sun,2022-11-27,19:00,Croatia hr,4–1,ca Canada,44374.0,Khalifa International Stadium (Neutral Site),Andrés Matonte,Match Report,2.6,,,,2.0,0.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Sun,2022-11-27,22:00,Spain es,1–1,de Germany,68895.0,Al Bayt Stadium (Neutral Site),Danny Makkelie,Match Report,0.6,,,,2.0,1.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Mon,2022-11-28,13:00,Cameroon cm,3–3,rs Serbia,39789.0,Al Janoub Stadium (Neutral Site),Mohammed Abdulla Hassan,Match Report,2.2,,,,2.0,1.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Mon,2022-11-28,16:00,Korea Republic kr,2–3,gh Ghana,43983.0,Education City Stadium (Neutral Site),Anthony Taylor,Match Report,1.8,,,,2.0,1.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Mon,2022-11-28,19:00,Brazil br,1–0,ch Switzerland,43649.0,Stadium 974 (Neutral Site),Iván Barton,Match Report,1.0,,,,2.0,0.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Mon,2022-11-28,22:00,Portugal pt,2–0,uy Uruguay,88668.0,Lusail Iconic Stadium (Neutral Site),Alireza Faghani,Match Report,1.3,,,,2.0,1.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,,,,,,,,,,,,,,,,,
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Tue,2022-11-29,18:00,Netherlands nl,2–0,qa Qatar,66784.0,Al Bayt Stadium (Neutral Site),Bakary Papa Gassama,Match Report,1.6,,,,3.0,0.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Tue,2022-11-29,18:00,Ecuador ec,1–2,sn Senegal,44569.0,Khalifa International Stadium (Neutral Site),Clément Turpin,Match Report,0.9,,,,3.0,2.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Tue,2022-11-29,22:00,Wales wls,0–3,eng England,44297.0,Ahmed bin Ali Stadium (Neutral Site),Slavko Vinčič,Match Report,0.3,,,,3.0,2.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Tue,2022-11-29,22:00,IR Iran ir,0–1,us United States,42127.0,Al Thumama Stadium (Neutral Site),Antonio Matéu,Match Report,0.4,,,,3.0,1.2
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Wed,2022-11-30,18:00,Australia au,1–0,dk Denmark,41232.0,Al Janoub Stadium (Neutral Site),Mustapha Ghorbal,Match Report,0.6,,,,3.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Wed,2022-11-30,18:00,Tunisia tn,1–0,fr France,43627.0,Education City Stadium (Neutral Site),Matt Conger,Match Report,0.5,,,,3.0,0.8
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Wed,2022-11-30,22:00,Saudi Arabia sa,1–2,mx Mexico,84985.0,Lusail Iconic Stadium (Neutral Site),Michael Oliver,Match Report,1.1,,,,3.0,2.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Wed,2022-11-30,22:00,Poland pl,0–2,ar Argentina,44089.0,Stadium 974 (Neutral Site),Danny Makkelie,Match Report,0.3,,,,3.0,3.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Thu,2022-12-01,18:00,Croatia hr,0–0,be Belgium,43984.0,Ahmed bin Ali Stadium (Neutral Site),Anthony Taylor,Match Report,0.7,,,,3.0,3.0
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Thu,2022-12-01,18:00,Canada ca,1–2,ma Morocco,43102.0,Al Thumama Stadium (Neutral Site),Raphael Claus,Match Report,1.4,,,,3.0,0.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Thu,2022-12-01,22:00,Japan jp,2–1,es Spain,44851.0,Khalifa International Stadium (Neutral Site),Victor Gomes,Match Report,1.4,,,,3.0,1.0
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Thu,2022-12-01,22:00,Costa Rica cr,2–4,de Germany,67054.0,Al Bayt Stadium (Neutral Site),Stéphanie Frappart,Match Report,1.3,,,,3.0,5.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-12-02,18:00,Korea Republic kr,2–1,pt Portugal,44097.0,Education City Stadium (Neutral Site),Facundo Tello,Match Report,1.7,,,,3.0,1.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-12-02,18:00,Ghana gh,0–2,uy Uruguay,43443.0,Al Janoub Stadium (Neutral Site),Daniel Siebert,Match Report,1.6,,,,3.0,1.8
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-12-02,22:00,Cameroon cm,1–0,br Brazil,85986.0,Lusail Iconic Stadium (Neutral Site),Ismail Elfath,Match Report,0.5,,,,3.0,2.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Group stage,Fri,2022-12-02,22:00,Serbia rs,2–3,ch Switzerland,41378.0,Stadium 974 (Neutral Site),Fernando Rapallini,Match Report,1.3,,,,3.0,2.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,,,,,,,,,,,,,,,,,
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Sat,2022-12-03,18:00,Netherlands nl,3–1,us United States,44846.0,Khalifa International Stadium (Neutral Site),Wilton Sampaio,Match Report,1.7,,,,,1.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Sat,2022-12-03,22:00,Argentina ar,2–1,au Australia,45032.0,Ahmed bin Ali Stadium (Neutral Site),Szymon Marciniak,Match Report,1.6,,,,,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Sun,2022-12-04,18:00,France fr,3–1,pl Poland,40989.0,Al Thumama Stadium (Neutral Site),Jesús Valenzuela,Match Report,1.4,,,,,1.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Sun,2022-12-04,22:00,England eng,3–0,sn Senegal,65985.0,Al Bayt Stadium (Neutral Site),Iván Barton,Match Report,0.9,,,,,0.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,Croatia won on penalty kicks following extra time,sched_all,Round of 16,Mon,2022-12-05,18:00,Japan jp,(1) 1–1 (3),hr Croatia,42523.0,Al Janoub Stadium (Neutral Site),Ismail Elfath,Match Report,1.2,,,,,1.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Mon,2022-12-05,22:00,Brazil br,4–1,kr Korea Republic,43847.0,Stadium 974 (Neutral Site),Clément Turpin,Match Report,3.6,,,,,0.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,Morocco won on penalty kicks following extra time,sched_all,Round of 16,Tue,2022-12-06,18:00,Morocco ma,(3) 0–0 (0),es Spain,44667.0,Education City Stadium (Neutral Site),Fernando Rapallini,Match Report,0.7,,,,,1.0
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Round of 16,Tue,2022-12-06,22:00,Portugal pt,6–1,ch Switzerland,83720.0,Lusail Iconic Stadium (Neutral Site),César Arturo Ramos,Match Report,2.3,,,,,1.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,Croatia won on penalty kicks following extra time,sched_all,Quarter-finals,Fri,2022-12-09,18:00,Croatia hr,(4) 1–1 (2),br Brazil,43893.0,Education City Stadium (Neutral Site),Michael Oliver,Match Report,0.6,,,,,2.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,Argentina won on penalty kicks following extra time,sched_all,Quarter-finals,Fri,2022-12-09,22:00,Netherlands nl,(3) 2–2 (4),ar Argentina,88235.0,Lusail Iconic Stadium (Neutral Site),Antonio Matéu,Match Report,0.6,,,,,1.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Quarter-finals,Sat,2022-12-10,18:00,Morocco ma,1–0,pt Portugal,44198.0,Al Thumama Stadium (Neutral Site),Facundo Tello,Match Report,1.4,,,,,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Quarter-finals,Sat,2022-12-10,22:00,England eng,1–2,fr France,68895.0,Al Bayt Stadium (Neutral Site),Wilton Sampaio,Match Report,2.4,,,,,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Semi-finals,Tue,2022-12-13,22:00,Argentina ar,3–0,hr Croatia,88966.0,Lusail Iconic Stadium (Neutral Site),Daniele Orsato,Match Report,2.3,,,,,0.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Semi-finals,Wed,2022-12-14,22:00,France fr,2–0,ma Morocco,68294.0,Al Bayt Stadium (Neutral Site),César Arturo Ramos,Match Report,2.0,,,,,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_all,Third-place match,Sat,2022-12-17,18:00,Croatia hr,2–1,ma Morocco,44137.0,Khalifa International Stadium (Neutral Site),Abdulrahman Ibrahim Al Jassim,Match Report,0.7,,,,,1.2
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,Argentina won on penalty kicks following extra time,sched_all,Final,Sun,2022-12-18,18:00,Argentina ar,(4) 3–3 (2),fr France,88966.0,Lusail Iconic Stadium (Neutral Site),Szymon Marciniak,Match Report,3.2,,,,,2.2
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sun,2022-11-20,19:00,Qatar qa,0–2,ec Ecuador,67372.0,Al Bayt Stadium (Neutral Site),Daniele Orsato,Match Report,0.3,,,,1.0,1.2
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-21,16:00,England eng,6–2,ir IR Iran,45334.0,Khalifa International Stadium (Neutral Site),Raphael Claus,Match Report,2.1,,,,1.0,1.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-21,19:00,Senegal sn,0–2,nl Netherlands,41721.0,Al Thumama Stadium (Neutral Site),Wilton Sampaio,Match Report,0.9,,,,1.0,0.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-21,22:00,United States us,1–1,wls Wales,43418.0,Ahmed bin Ali Stadium (Neutral Site),Abdulrahman Ibrahim Al Jassim,Match Report,0.8,,,,1.0,1.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Tue,2022-11-22,13:00,Argentina ar,1–2,sa Saudi Arabia,88012.0,Lusail Iconic Stadium (Neutral Site),Slavko Vinčič,Match Report,2.2,,,,1.0,0.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Tue,2022-11-22,16:00,Denmark dk,0–0,tn Tunisia,42925.0,Education City Stadium (Neutral Site),César Arturo Ramos,Match Report,1.4,,,,1.0,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Tue,2022-11-22,19:00,Mexico mx,0–0,pl Poland,39369.0,Stadium 974 (Neutral Site),Chris Beath,Match Report,0.7,,,,1.0,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Tue,2022-11-22,22:00,France fr,4–1,au Australia,40875.0,Al Janoub Stadium (Neutral Site),Victor Gomes,Match Report,4.0,,,,1.0,0.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Wed,2022-11-23,13:00,Morocco ma,0–0,hr Croatia,59407.0,Al Bayt Stadium (Neutral Site),Fernando Rapallini,Match Report,0.4,,,,1.0,0.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Wed,2022-11-23,16:00,Germany de,1–2,jp Japan,42608.0,Khalifa International Stadium (Neutral Site),Iván Barton,Match Report,3.1,,,,1.0,1.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Wed,2022-11-23,19:00,Spain es,7–0,cr Costa Rica,40013.0,Al Thumama Stadium (Neutral Site),Mohammed Abdulla Hassan,Match Report,3.5,,,,1.0,0.0
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Wed,2022-11-23,22:00,Belgium be,1–0,ca Canada,40432.0,Ahmed bin Ali Stadium (Neutral Site),Janny Sikazwe,Match Report,0.8,,,,1.0,2.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Thu,2022-11-24,13:00,Switzerland ch,1–0,cm Cameroon,39089.0,Al Janoub Stadium (Neutral Site),Facundo Tello,Match Report,1.4,,,,1.0,0.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Thu,2022-11-24,16:00,Uruguay uy,0–0,kr Korea Republic,41663.0,Education City Stadium (Neutral Site),Clément Turpin,Match Report,0.6,,,,1.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Thu,2022-11-24,19:00,Portugal pt,3–2,gh Ghana,42662.0,Stadium 974 (Neutral Site),Ismail Elfath,Match Report,2.0,,,,1.0,0.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Thu,2022-11-24,22:00,Brazil br,2–0,rs Serbia,88103.0,Lusail Iconic Stadium (Neutral Site),Alireza Faghani,Match Report,2.4,,,,1.0,0.2
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,,,,,,,,,,,,,,,,
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Fri,2022-11-25,13:00,Wales wls,0–2,ir IR Iran,40875.0,Ahmed bin Ali Stadium (Neutral Site),Mario Escobar,Match Report,0.9,,,,2.0,1.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Fri,2022-11-25,16:00,Qatar qa,1–3,sn Senegal,41797.0,Al Thumama Stadium (Neutral Site),Antonio Matéu,Match Report,1.0,,,,2.0,0.8
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Fri,2022-11-25,19:00,Netherlands nl,1–1,ec Ecuador,44833.0,Khalifa International Stadium (Neutral Site),Mustapha Ghorbal,Match Report,0.1,,,,2.0,1.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Fri,2022-11-25,22:00,England eng,0–0,us United States,68463.0,Al Bayt Stadium (Neutral Site),Jesús Valenzuela,Match Report,0.8,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sat,2022-11-26,13:00,Tunisia tn,0–1,au Australia,41823.0,Al Janoub Stadium (Neutral Site),Daniel Siebert,Match Report,0.9,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sat,2022-11-26,16:00,Poland pl,2–0,sa Saudi Arabia,44259.0,Education City Stadium (Neutral Site),Wilton Sampaio,Match Report,1.6,,,,2.0,1.7
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sat,2022-11-26,19:00,France fr,2–1,dk Denmark,42860.0,Stadium 974 (Neutral Site),Szymon Marciniak,Match Report,2.4,,,,2.0,0.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sat,2022-11-26,22:00,Argentina ar,2–0,mx Mexico,88966.0,Lusail Iconic Stadium (Neutral Site),Daniele Orsato,Match Report,0.3,,,,2.0,0.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sun,2022-11-27,13:00,Japan jp,0–1,cr Costa Rica,41479.0,Ahmed bin Ali Stadium (Neutral Site),Michael Oliver,Match Report,0.9,,,,2.0,0.1
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sun,2022-11-27,16:00,Belgium be,0–2,ma Morocco,43738.0,Al Thumama Stadium (Neutral Site),César Arturo Ramos,Match Report,1.0,,,,2.0,1.5
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sun,2022-11-27,19:00,Croatia hr,4–1,ca Canada,44374.0,Khalifa International Stadium (Neutral Site),Andrés Matonte,Match Report,2.6,,,,2.0,0.4
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Sun,2022-11-27,22:00,Spain es,1–1,de Germany,68895.0,Al Bayt Stadium (Neutral Site),Danny Makkelie,Match Report,0.6,,,,2.0,1.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-28,13:00,Cameroon cm,3–3,rs Serbia,39789.0,Al Janoub Stadium (Neutral Site),Mohammed Abdulla Hassan,Match Report,2.2,,,,2.0,1.9
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-28,16:00,Korea Republic kr,2–3,gh Ghana,43983.0,Education City Stadium (Neutral Site),Anthony Taylor,Match Report,1.8,,,,2.0,1.6
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-28,19:00,Brazil br,1–0,ch Switzerland,43649.0,Stadium 974 (Neutral Site),Iván Barton,Match Report,1.0,,,,2.0,0.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,Mon,2022-11-28,22:00,Portugal pt,2–0,uy Uruguay,88668.0,Lusail Iconic Stadium (Neutral Site),Alireza Faghani,Match Report,1.3,,,,2.0,1.3
,,,1942_fixtures,https://fbref.com/en/comps/1/1942/schedule/1942-World-Cup-Scores-and-Fixtures,visible,,,,,,,,,,,,,,sched_2022_1_1,,,,,,,,,,,,,,,,,
